"","LOC","RefSeq","Description","RefSeq_short"
"10797","LOC100649698","XM_012312498.1","PREDICTED: Bombus terrestris ATP-binding cassette sub-family B member 7","XM_012312498"
"10798","LOC100649698","XM_003398170.2","PREDICTED: Bombus terrestris ATP-binding cassette sub-family B member 7","XM_003398170"
"10799","LOC100649816","XM_012312503.1","PREDICTED: Bombus terrestris decaprenyl-diphosphate synthase subunit 2 (LOC100649816) transcript variant X2","XM_012312503"
"10800","LOC100649816","XM_003398171.2","PREDICTED: Bombus terrestris decaprenyl-diphosphate synthase subunit 2 (LOC100649816) transcript variant X1","XM_003398171"
"10801","LOC100650966","XM_003398179.2","PREDICTED: Bombus terrestris trafficking protein particle complex subunit 3 (LOC100650966)","XM_003398179"
"10802","LOC100651087","XR_001099023.1","PREDICTED: Bombus terrestris lysM and putative peptidoglycan-binding domain-containing protein 1 (LOC100651087) transcript variant X2","XR_001099023"
"10803","LOC100651087","XM_012312504.1","PREDICTED: Bombus terrestris lysM and putative peptidoglycan-binding domain-containing protein 1 (LOC100651087) transcript variant X1","XM_012312504"
"10804","LOC100651087","XM_012312506.1","PREDICTED: Bombus terrestris lysM and putative peptidoglycan-binding domain-containing protein 1 (LOC100651087) transcript variant X4","XM_012312506"
"10805","LOC100651087","XM_012312505.1","PREDICTED: Bombus terrestris lysM and putative peptidoglycan-binding domain-containing protein 1 (LOC100651087) transcript variant X3","XM_012312505"
"10806","LOC100651211","XM_012312507.1","PREDICTED: Bombus terrestris striatin (LOC100651211)","XM_012312507"
"10807","LOC100651451","XM_012312509.1","PREDICTED: Bombus terrestris homeobox protein 2 (LOC100651451)","XM_012312509"
"10808","LOC100651570","XM_012312508.1","PREDICTED: Bombus terrestris probable E3 ubiquitin-protein ligase RNF144A (LOC100651570) transcript variant X1","XM_012312508"
"10809","LOC100651570","XM_003398183.2","PREDICTED: Bombus terrestris probable E3 ubiquitin-protein ligase RNF144A (LOC100651570) transcript variant X2","XM_003398183"
"10810","LOC100651688","XM_003398184.2","PREDICTED: Bombus terrestris activating transcription factor of chaperone (LOC100651688) transcript variant X1","XM_003398184"
"10811","LOC100651688","XM_012312510.1","PREDICTED: Bombus terrestris activating transcription factor of chaperone (LOC100651688) transcript variant X2","XM_012312510"
"10812","LOC100651809","XM_012312516.1","PREDICTED: Bombus terrestris inactive hydroxysteroid dehydrogenase-like protein 1 (LOC100651809) transcript variant X3","XM_012312516"
"10813","LOC100651809","XM_012312517.1","PREDICTED: Bombus terrestris inactive hydroxysteroid dehydrogenase-like protein 1 (LOC100651809) transcript variant X4","XM_012312517"
"10814","LOC100651809","XM_012312514.1","PREDICTED: Bombus terrestris inactive hydroxysteroid dehydrogenase-like protein 1 (LOC100651809) transcript variant X1","XM_012312514"
"10815","LOC100651809","XM_012312515.1","PREDICTED: Bombus terrestris inactive hydroxysteroid dehydrogenase-like protein 1 (LOC100651809) transcript variant X2","XM_012312515"
"10816","LOC100652007","XM_003398187.2","PREDICTED: Bombus terrestris carbohydrate sulfotransferase 11 (LOC100652007) transcript variant X1","XM_003398187"
"10817","LOC100652007","XM_012312511.1","PREDICTED: Bombus terrestris carbohydrate sulfotransferase 11 (LOC100652007) transcript variant X2","XM_012312511"
"10818","LOC100652007","XM_012312512.1","PREDICTED: Bombus terrestris carbohydrate sulfotransferase 11 (LOC100652007) transcript variant X3","XM_012312512"
"10819","LOC100652007","XM_012312513.1","PREDICTED: Bombus terrestris carbohydrate sulfotransferase 11 (LOC100652007) transcript variant X4","XM_012312513"
"10820","LOC100652129","XR_001099024.1","PREDICTED: Bombus terrestris uncharacterized LOC100652129 (LOC100652129) ncRNA","XR_001099024"
"10821","LOC100643050","XM_012312518.1","PREDICTED: Bombus terrestris sodium channel protein Nach-like (LOC100643050)","XM_012312518"
"10822","LOC100652247","XM_003398189.2","PREDICTED: Bombus terrestris cAMP-dependent protein kinase catalytic subunit PRKX (LOC100652247) transcript variant X1","XM_003398189"
"10823","LOC100652247","XM_012312519.1","PREDICTED: Bombus terrestris cAMP-dependent protein kinase catalytic subunit PRKX (LOC100652247) transcript variant X2","XM_012312519"
"10824","LOC100642219","XM_012312522.1","PREDICTED: Bombus terrestris netrin receptor UNC5C-like (LOC100642219) transcript variant X2","XM_012312522"
"10825","LOC100642219","XM_003398190.2","PREDICTED: Bombus terrestris netrin receptor UNC5C-like (LOC100642219) transcript variant X3","XM_003398190"
"10826","LOC100642219","XM_012312520.1","PREDICTED: Bombus terrestris netrin receptor UNC5C-like (LOC100642219) transcript variant X1","XM_012312520"
"10827","LOC100642460","XM_003398192.2","PREDICTED: Bombus terrestris netrin receptor UNC5B-like (LOC100642460)","XM_003398192"
"10828","LOC105666171","XM_012313042.1","PREDICTED: Bombus terrestris sperm-tail PG-rich repeat-containing protein 2-like (LOC105666171)","XM_012313042"
"10829","LOC100642576","XM_012312527.1","PREDICTED: Bombus terrestris nuclear migration protein nudC (LOC100642576)","XM_012312527"
"10830","LOC100642814","XM_003398195.2","PREDICTED: Bombus terrestris uncharacterized LOC100642814 (LOC100642814)","XM_003398195"
"10831","LOC100642698","XM_012312523.1","PREDICTED: Bombus terrestris chymotrypsinogen B (LOC100642698) transcript variant X2","XM_012312523"
"10832","LOC100642698","XM_003398194.2","PREDICTED: Bombus terrestris chymotrypsinogen B (LOC100642698) transcript variant X1","XM_003398194"
"10833","LOC100642698","XM_012312525.1","PREDICTED: Bombus terrestris chymotrypsinogen B (LOC100642698) transcript variant X4","XM_012312525"
"10834","LOC100642698","XM_012312524.1","PREDICTED: Bombus terrestris chymotrypsinogen B (LOC100642698) transcript variant X3","XM_012312524"
"10835","LOC100643051","XM_003398197.2","PREDICTED: Bombus terrestris uncharacterized LOC100643051 (LOC100643051)","XM_003398197"
"10836","LOC100642934","XM_012312528.1","PREDICTED: Bombus terrestris uncharacterized LOC100642934 (LOC100642934) transcript variant X1","XM_012312528"
"10837","LOC100642934","XM_003398196.2","PREDICTED: Bombus terrestris uncharacterized LOC100642934 (LOC100642934) transcript variant X2","XM_003398196"
"10838","LOC100642934","XM_012312529.1","PREDICTED: Bombus terrestris uncharacterized LOC100642934 (LOC100642934) transcript variant X3","XM_012312529"
"10839","LOC105666127","XR_001099026.1","PREDICTED: Bombus terrestris uncharacterized LOC105666127 (LOC105666127) ncRNA","XR_001099026"
"10840","LOC100643169","XM_003398198.2","PREDICTED: Bombus terrestris bifunctional heparan sulfate N-deacetylase/N-sulfotransferase (LOC100643169)","XM_003398198"
"10841","LOC100643413","XM_012313043.1","PREDICTED: Bombus terrestris ammonium transporter 1 member 3-like (LOC100643413)","XM_012313043"
"10842","LOC100643658","XM_012312532.1","PREDICTED: Bombus terrestris calcium uniporter protein","XM_012312532"
"10843","LOC100643658","XM_012312531.1","PREDICTED: Bombus terrestris calcium uniporter protein","XM_012312531"
"10844","LOC100643536","XM_012312530.1","PREDICTED: Bombus terrestris uncharacterized LOC100643536 (LOC100643536)","XM_012312530"
"10845","LOC105666128","XR_001099027.1","PREDICTED: Bombus terrestris uncharacterized LOC105666128 (LOC105666128) ncRNA","XR_001099027"
"10846","LOC100643537","XM_003398200.2","PREDICTED: Bombus terrestris CDC42 small effector protein homolog (LOC100643537)","XM_003398200"
"10847","LOC100643414","XM_012312536.1","PREDICTED: Bombus terrestris protein spaetzle-like (LOC100643414)","XM_012312536"
"10848","LOC100643773","XM_012312535.1","PREDICTED: Bombus terrestris uncharacterized protein C14orf80 homolog (LOC100643773) transcript variant X2","XM_012312535"
"10849","LOC100643773","XM_003398045.2","PREDICTED: Bombus terrestris uncharacterized protein C14orf80 homolog (LOC100643773) transcript variant X1","XM_003398045"
"10850","LOC105666130","XM_012312534.1","PREDICTED: Bombus terrestris ninjurin-1 (LOC105666130)","XM_012312534"
"10851","LOC105666129","XM_012312533.1","PREDICTED: Bombus terrestris uncharacterized LOC105666129 (LOC105666129)","XM_012312533"
"10852","LOC100644095","XM_012312538.1","PREDICTED: Bombus terrestris potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like (LOC100644095)","XM_012312538"
"10853","LOC100643659","XM_012312537.1","PREDICTED: Bombus terrestris F-box/LRR-repeat protein 4-like (LOC100643659)","XM_012312537"
"10854","LOC100644212","XM_003398049.2","PREDICTED: Bombus terrestris heat shock factor protein-like (LOC100644212) transcript variant X2","XM_003398049"
"10855","LOC100644212","XM_012312543.1","PREDICTED: Bombus terrestris heat shock factor protein-like (LOC100644212) transcript variant X1","XM_012312543"
"10856","LOC100644212","XM_012312544.1","PREDICTED: Bombus terrestris heat shock factor protein-like (LOC100644212) transcript variant X3","XM_012312544"
"10857","LOC100644212","XM_012312545.1","PREDICTED: Bombus terrestris heat shock factor protein-like (LOC100644212) transcript variant X4","XM_012312545"
"10858","LOC100643774","XM_012312540.1","PREDICTED: Bombus terrestris protein pigeon (LOC100643774) transcript variant X1","XM_012312540"
"10859","LOC100643774","XM_012312541.1","PREDICTED: Bombus terrestris protein pigeon (LOC100643774) transcript variant X2","XM_012312541"
"10860","LOC100643899","XM_003398202.2","PREDICTED: Bombus terrestris glyoxalase domain-containing protein 4 (LOC100643899) transcript variant X1","XM_003398202"
"10861","LOC100643899","XM_012312539.1","PREDICTED: Bombus terrestris glyoxalase domain-containing protein 4 (LOC100643899) transcript variant X2","XM_012312539"
"10862","LOC100644333","XM_012313044.1","PREDICTED: Bombus terrestris poly(U)-specific endoribonuclease homolog (LOC100644333)","XM_012313044"
"10863","LOC100644025","XM_003398203.2","PREDICTED: Bombus terrestris poly(U)-specific endoribonuclease homolog (LOC100644025)","XM_003398203"
"10864","LOC105666132","XM_012312547.1","PREDICTED: Bombus terrestris DNA mismatch repair protein MLH3-like (LOC105666132)","XM_012312547"
"10865","LOC105666131","XM_012312546.1","PREDICTED: Bombus terrestris uncharacterized LOC105666131 (LOC105666131)","XM_012312546"
"10866","LOC100644371","XM_003398206.2","PREDICTED: Bombus terrestris ETS-like protein pointed","XM_003398206"
"10867","LOC100644371","XM_003398207.2","PREDICTED: Bombus terrestris ETS-like protein pointed","XM_003398207"
"10868","LOC100644371","XM_012312548.1","PREDICTED: Bombus terrestris ETS-like protein pointed","XM_012312548"
"10869","LOC100644568","XM_012312550.1","PREDICTED: Bombus terrestris ATP synthase-coupling factor 6","XM_012312550"
"10870","LOC100644568","XM_003398208.2","PREDICTED: Bombus terrestris ATP synthase-coupling factor 6","XM_003398208"
"10871","LOC100644263","XM_003398205.2","PREDICTED: Bombus terrestris DNA polymerase epsilon catalytic subunit A (LOC100644263)","XM_003398205"
"10872","LOC100644770","XM_012312552.1","PREDICTED: Bombus terrestris pinin (LOC100644770) transcript variant X2","XM_012312552"
"10873","LOC100644770","XM_012312553.1","PREDICTED: Bombus terrestris pinin (LOC100644770) transcript variant X3","XM_012312553"
"10874","LOC100644770","XM_012312551.1","PREDICTED: Bombus terrestris pinin (LOC100644770) transcript variant X1","XM_012312551"
"10875","LOC100644449","XM_012313046.1","PREDICTED: Bombus terrestris paired box protein Pax-1-like (LOC100644449) partial ","XM_012313046"
"10876","LOC100645015","XM_003398212.2","PREDICTED: Bombus terrestris snRNA-activating protein complex subunit 3 (LOC100645015) transcript variant X1","XM_003398212"
"10877","LOC100645015","XM_012312554.1","PREDICTED: Bombus terrestris snRNA-activating protein complex subunit 3 (LOC100645015) transcript variant X2","XM_012312554"
"10878","LOC100644897","XM_003398211.2","PREDICTED: Bombus terrestris transmembrane and TPR repeat-containing protein 4 (LOC100644897)","XM_003398211"
"10879","LOC100645131","XM_003398213.2","PREDICTED: Bombus terrestris uncharacterized LOC100645131 (LOC100645131) transcript variant X1","XM_003398213"
"10880","LOC100645131","XM_012312560.1","PREDICTED: Bombus terrestris uncharacterized LOC100645131 (LOC100645131) transcript variant X7","XM_012312560"
"10881","LOC100645131","XM_012312559.1","PREDICTED: Bombus terrestris uncharacterized LOC100645131 (LOC100645131) transcript variant X6","XM_012312559"
"10882","LOC100645131","XM_012312558.1","PREDICTED: Bombus terrestris uncharacterized LOC100645131 (LOC100645131) transcript variant X5","XM_012312558"
"10883","LOC100645131","XM_012312555.1","PREDICTED: Bombus terrestris uncharacterized LOC100645131 (LOC100645131) transcript variant X2","XM_012312555"
"10884","LOC100645131","XM_012312557.1","PREDICTED: Bombus terrestris uncharacterized LOC100645131 (LOC100645131) transcript variant X4","XM_012312557"
"10885","LOC100645131","XM_012312556.1","PREDICTED: Bombus terrestris uncharacterized LOC100645131 (LOC100645131) transcript variant X3","XM_012312556"
"10886","LOC105666133","XR_001099028.1","PREDICTED: Bombus terrestris uncharacterized LOC105666133 (LOC105666133) ncRNA","XR_001099028"
"10887","LOC100645382","XM_012312561.1","PREDICTED: Bombus terrestris Golgi SNAP receptor complex member 2 (LOC100645382) transcript variant X3","XM_012312561"
"10888","LOC100645255","XM_012312564.1","PREDICTED: Bombus terrestris beta-catenin-like protein 1 (LOC100645255)","XM_012312564"
"10889","LOC100645382","XM_003398215.2","PREDICTED: Bombus terrestris Golgi SNAP receptor complex member 2 (LOC100645382) transcript variant X2","XM_003398215"
"10890","LOC100645382","XM_012312563.1","PREDICTED: Bombus terrestris Golgi SNAP receptor complex member 2 (LOC100645382) transcript variant X5","XM_012312563"
"10891","LOC100645382","XM_012312562.1","PREDICTED: Bombus terrestris Golgi SNAP receptor complex member 2 (LOC100645382) transcript variant X4","XM_012312562"
"10892","LOC100645382","XM_003398216.2","PREDICTED: Bombus terrestris Golgi SNAP receptor complex member 2 (LOC100645382) transcript variant X1","XM_003398216"
"10893","LOC105666135","XM_012312567.1","PREDICTED: Bombus terrestris cytochrome c oxidase assembly factor 6 homolog (LOC105666135)","XM_012312567"
"10894","LOC100646118","XM_012312566.1","PREDICTED: Bombus terrestris uncharacterized LOC100646118 (LOC100646118)","XM_012312566"
"10895","LOC100645763","XM_012312568.1","PREDICTED: Bombus terrestris REST corepressor 3 (LOC100645763) transcript variant X2","XM_012312568"
"10896","LOC100645763","XM_003398220.2","PREDICTED: Bombus terrestris REST corepressor 3 (LOC100645763) transcript variant X1","XM_003398220"
"10897","LOC100646351","XM_012312576.1","PREDICTED: Bombus terrestris diphthine--ammonia ligase (LOC100646351) transcript variant X2","XM_012312576"
"10898","LOC100646351","XM_003398224.2","PREDICTED: Bombus terrestris diphthine--ammonia ligase (LOC100646351) transcript variant X1","XM_003398224"
"10899","LOC100644567","XM_012312570.1","PREDICTED: Bombus terrestris uncharacterized LOC100644567 (LOC100644567) transcript variant X2","XM_012312570"
"10900","LOC100644567","XM_012312571.1","PREDICTED: Bombus terrestris uncharacterized LOC100644567 (LOC100644567) transcript variant X3","XM_012312571"
"10901","LOC100644567","XM_012312574.1","PREDICTED: Bombus terrestris uncharacterized LOC100644567 (LOC100644567) transcript variant X6","XM_012312574"
"10902","LOC100644567","XM_012312575.1","PREDICTED: Bombus terrestris uncharacterized LOC100644567 (LOC100644567) transcript variant X7","XM_012312575"
"10903","LOC100644567","XM_012312569.1","PREDICTED: Bombus terrestris uncharacterized LOC100644567 (LOC100644567) transcript variant X1","XM_012312569"
"10904","LOC100644567","XM_012312572.1","PREDICTED: Bombus terrestris uncharacterized LOC100644567 (LOC100644567) transcript variant X4","XM_012312572"
"10905","LOC100644567","XM_012312573.1","PREDICTED: Bombus terrestris uncharacterized LOC100644567 (LOC100644567) transcript variant X5","XM_012312573"
"10906","LOC100646548","XM_003398226.2","PREDICTED: Bombus terrestris ESF1 homolog (LOC100646548)","XM_003398226"
"10907","LOC100646669","XM_003398227.2","PREDICTED: Bombus terrestris uncharacterized LOC100646669 (LOC100646669)","XM_003398227"
"10908","LOC100646232","XM_012312581.1","PREDICTED: Bombus terrestris putative uncharacterized protein DDB_G0271606 (LOC100646232) transcript variant X6","XM_012312581"
"10909","LOC100646232","XM_012312578.1","PREDICTED: Bombus terrestris putative uncharacterized protein DDB_G0271606 (LOC100646232) transcript variant X2","XM_012312578"
"10910","LOC100646232","XM_012312577.1","PREDICTED: Bombus terrestris putative uncharacterized protein DDB_G0271606 (LOC100646232) transcript variant X1","XM_012312577"
"10911","LOC100646232","XM_012312579.1","PREDICTED: Bombus terrestris putative uncharacterized protein DDB_G0271606 (LOC100646232) transcript variant X4","XM_012312579"
"10912","LOC100646232","XM_012312580.1","PREDICTED: Bombus terrestris putative uncharacterized protein DDB_G0271606 (LOC100646232) transcript variant X5","XM_012312580"
"10913","LOC100646232","XM_003398223.2","PREDICTED: Bombus terrestris putative uncharacterized protein DDB_G0271606 (LOC100646232) transcript variant X3","XM_003398223"
"10914","LOC100646791","XM_003398228.2","PREDICTED: Bombus terrestris thyroid adenoma-associated protein (LOC100646791) transcript variant X1","XM_003398228"
"10915","LOC100646791","XM_012312583.1","PREDICTED: Bombus terrestris thyroid adenoma-associated protein (LOC100646791) transcript variant X3","XM_012312583"
"10916","LOC100646791","XM_012312582.1","PREDICTED: Bombus terrestris thyroid adenoma-associated protein (LOC100646791) transcript variant X2","XM_012312582"
"10917","LOC100644687","XM_012312584.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X1","XM_012312584"
"10918","LOC100644687","XM_012312587.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X3","XM_012312587"
"10919","LOC100644687","XM_012312591.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X7","XM_012312591"
"10920","LOC100644687","XM_012312589.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X5","XM_012312589"
"10921","LOC100644687","XM_012312590.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X6","XM_012312590"
"10922","LOC100644687","XM_012312588.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X4","XM_012312588"
"10923","LOC100644687","XM_012312592.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X8","XM_012312592"
"10924","LOC100644687","XM_012312586.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X2","XM_012312586"
"10925","LOC100644687","XM_012312593.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X9","XM_012312593"
"10926","LOC100644687","XM_012312594.1","PREDICTED: Bombus terrestris uncharacterized protein CG43867 (LOC100644687) transcript variant X10","XM_012312594"
"10927","LOC100647108","XM_003398231.2","PREDICTED: Bombus terrestris N-alpha-acetyltransferase 20 (LOC100647108)","XM_003398231"
"10928","LOC100647627","XM_003398236.2","PREDICTED: Bombus terrestris acyl-CoA:lysophosphatidylglycerol acyltransferase 1-like (LOC100647627)","XM_003398236"
"10929","LOC100647385","XM_012312596.1","PREDICTED: Bombus terrestris fumarate hydratase","XM_012312596"
"10930","LOC100647385","XM_012312595.1","PREDICTED: Bombus terrestris fumarate hydratase","XM_012312595"
"10931","LOC100647507","XM_003398235.2","PREDICTED: Bombus terrestris arginase","XM_003398235"
"10932","LOC100647741","XM_003398237.2","PREDICTED: Bombus terrestris uncharacterized LOC100647741 (LOC100647741)","XM_003398237"
"10933","LOC100647861","XM_003398238.2","PREDICTED: Bombus terrestris fasciculation and elongation protein zeta-2 (LOC100647861)","XM_003398238"
"10934","LOC100648103","XM_012312598.1","PREDICTED: Bombus terrestris dopamine N-acetyltransferase-like (LOC100648103) transcript variant X3","XM_012312598"
"10935","LOC100648103","XM_012312597.1","PREDICTED: Bombus terrestris dopamine N-acetyltransferase-like (LOC100648103) transcript variant X2","XM_012312597"
"10936","LOC100648103","XM_003398240.2","PREDICTED: Bombus terrestris dopamine N-acetyltransferase-like (LOC100648103) transcript variant X1","XM_003398240"
"10937","LOC100647982","XM_003398239.2","PREDICTED: Bombus terrestris chaperone protein dnaJ 72-like (LOC100647982)","XM_003398239"
"10938","LOC100648217","XM_003398241.2","PREDICTED: Bombus terrestris alpha-(1","XM_003398241"
"10939","LOC100648330","XM_012312601.1","PREDICTED: Bombus terrestris pumilio homolog 2 (LOC100648330) transcript variant X3","XM_012312601"
"10940","LOC100648330","XM_012312599.1","PREDICTED: Bombus terrestris pumilio homolog 2 (LOC100648330) transcript variant X1","XM_012312599"
"10941","LOC100648330","XM_012312600.1","PREDICTED: Bombus terrestris pumilio homolog 2 (LOC100648330) transcript variant X2","XM_012312600"
"10942","LOC100648330","XM_012312602.1","PREDICTED: Bombus terrestris pumilio homolog 2 (LOC100648330) transcript variant X4","XM_012312602"
"10943","LOC100648330","XM_012312603.1","PREDICTED: Bombus terrestris pumilio homolog 2 (LOC100648330) transcript variant X5","XM_012312603"
"10944","LOC100648565","XM_003398244.2"," PREDICTED: Bombus terrestris pre- 3-end-processing factor FIP1 (LOC100648565) ","XM_003398244"
"10945","LOC100648792","XM_003398246.2","PREDICTED: Bombus terrestris probable signal peptidase complex subunit 2 (LOC100648792)","XM_003398246"
"10946","LOC100648683","XM_012312605.1","PREDICTED: Bombus terrestris structural maintenance of chromosomes protein 3 (LOC100648683) transcript variant X3","XM_012312605"
"10947","LOC100648683","XM_012312604.1","PREDICTED: Bombus terrestris structural maintenance of chromosomes protein 3 (LOC100648683) transcript variant X1","XM_012312604"
"10948","LOC100648683","XM_012312606.1","PREDICTED: Bombus terrestris structural maintenance of chromosomes protein 3 (LOC100648683) transcript variant X4","XM_012312606"
"10949","LOC100648683","XR_001099030.1","PREDICTED: Bombus terrestris structural maintenance of chromosomes protein 3 (LOC100648683) transcript variant X2","XR_001099030"
"10950","LOC100648907","XM_012312607.1","PREDICTED: Bombus terrestris DNA-directed RNA polymerase II subunit RPB3 (LOC100648907)","XM_012312607"
"10951","LOC100649029","XM_012312608.1","PREDICTED: Bombus terrestris reticulocalbin-2 (LOC100649029)","XM_012312608"
"10952","LOC100649145","XM_003398249.2","PREDICTED: Bombus terrestris uncharacterized LOC100649145 (LOC100649145)","XM_003398249"
"10953","LOC100649387","XR_001099031.1","PREDICTED: Bombus terrestris protein vein (LOC100649387) transcript variant X3","XR_001099031"
"10954","LOC100649387","XM_003398251.2","PREDICTED: Bombus terrestris protein vein (LOC100649387) transcript variant X1","XM_003398251"
"10955","LOC100649387","XM_012312609.1","PREDICTED: Bombus terrestris protein vein (LOC100649387) transcript variant X2","XM_012312609"
"10956","LOC100649509","XM_003398252.2","PREDICTED: Bombus terrestris mitotic spindle assembly checkpoint protein MAD2A (LOC100649509)","XM_003398252"
"10957","LOC100649632","XM_012312610.1","PREDICTED: Bombus terrestris nucleolar and coiled-body phosphoprotein 1 (LOC100649632)","XM_012312610"
"10958","LOC100649936","XM_003398255.2","PREDICTED: Bombus terrestris uncharacterized LOC100649936 (LOC100649936)","XM_003398255"
"10959","LOC100650047","XM_003398256.2","PREDICTED: Bombus terrestris serine/arginine repetitive matrix protein 1 (LOC100650047)","XM_003398256"
"10960","LOC100650164","XM_003398257.2","PREDICTED: Bombus terrestris DNA-directed RNA polymerase III subunit RPC4 (LOC100650164)","XM_003398257"
"10961","LOC100650291","XM_012312617.1","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X7","XM_012312617"
"10962","LOC100650291","XM_012312616.1","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X6","XM_012312616"
"10963","LOC100650291","XM_003398258.2","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X1","XM_003398258"
"10964","LOC100650291","XM_012312618.1","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X8","XM_012312618"
"10965","LOC100650291","XM_012312615.1","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X5","XM_012312615"
"10966","LOC100650291","XM_012312614.1","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X4","XM_012312614"
"10967","LOC100650291","XM_012312620.1","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X10","XM_012312620"
"10968","LOC100650291","XM_012312612.1","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X2","XM_012312612"
"10969","LOC100650291","XM_012312613.1","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X3","XM_012312613"
"10970","LOC100650291","XM_012312619.1","PREDICTED: Bombus terrestris four and a half LIM domains protein 2 (LOC100650291) transcript variant X9","XM_012312619"
"10971","LOC100650607","XR_001099032.1","PREDICTED: Bombus terrestris protein FAM76A (LOC100650607) transcript variant X2","XR_001099032"
"10972","LOC100650488","XM_012312623.1","PREDICTED: Bombus terrestris PR domain zinc finger protein 1 (LOC100650488) transcript variant X1","XM_012312623"
"10973","LOC100650488","XM_003398259.2","PREDICTED: Bombus terrestris PR domain zinc finger protein 1 (LOC100650488) transcript variant X2","XM_003398259"
"10974","LOC105666172","XM_012313047.1","PREDICTED: Bombus terrestris uncharacterized LOC105666172 (LOC105666172)","XM_012313047"
"10975","LOC100650607","XM_012312621.1","PREDICTED: Bombus terrestris protein FAM76A (LOC100650607) transcript variant X1","XM_012312621"
"10976","LOC100650731","XM_003398261.2","PREDICTED: Bombus terrestris uncharacterized LOC100650731 (LOC100650731)","XM_003398261"
"10977","LOC100650849","XM_003398263.2","PREDICTED: Bombus terrestris exostosin-1 (LOC100650849) transcript variant X1","XM_003398263"
"10978","LOC100650849","XM_003398262.2","PREDICTED: Bombus terrestris exostosin-1 (LOC100650849) transcript variant X2","XM_003398262"
"10979","LOC100651046","XM_012312626.1","PREDICTED: Bombus terrestris uncharacterized LOC100651046 (LOC100651046) transcript variant X2","XM_012312626"
"10980","LOC100651046","XM_012312625.1","PREDICTED: Bombus terrestris uncharacterized LOC100651046 (LOC100651046) transcript variant X1","XM_012312625"
"10981","LOC100645053","XM_012313048.1","PREDICTED: Bombus terrestris adenylate cyclase type 10-like (LOC100645053)","XM_012313048"
"10982","LOC100645169","XM_012312624.1","PREDICTED: Bombus terrestris protein hunchback-like (LOC100645169) partial ","XM_012312624"
"10983","LOC100651410","XM_003398267.2","PREDICTED: Bombus terrestris transcriptional coactivator YAP1 (LOC100651410)","XM_003398267"
"10984","LOC100651532","XM_012312627.1","PREDICTED: Bombus terrestris serine/threonine-protein kinase 3 (LOC100651532) transcript variant X1","XM_012312627"
"10985","LOC100651532","XM_003398268.2","PREDICTED: Bombus terrestris serine/threonine-protein kinase 3 (LOC100651532) transcript variant X2","XM_003398268"
"10986","LOC100651650","XM_003398269.2","PREDICTED: Bombus terrestris sorting nexin-17 (LOC100651650)","XM_003398269"
"10987","LOC100645291","XR_001099033.1","PREDICTED: Bombus terrestris uncharacterized LOC100645291 (LOC100645291) ncRNA","XR_001099033"
"10988","LOC100642220","XM_003398275.2","PREDICTED: Bombus terrestris 39S ribosomal protein L41","XM_003398275"
"10989","LOC100651889","XM_003398271.2","PREDICTED: Bombus terrestris MAP/microtubule affinity-regulating kinase 3-like (LOC100651889) transcript variant X2","XM_003398271"
"10990","LOC100651889","XM_012312629.1","PREDICTED: Bombus terrestris MAP/microtubule affinity-regulating kinase 3-like (LOC100651889) transcript variant X1","XM_012312629"
"10991","LOC105666136","XR_001099034.1","PREDICTED: Bombus terrestris uncharacterized LOC105666136 (LOC105666136) ncRNA","XR_001099034"
"10992","LOC100651767","XM_012312636.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X6","XM_012312636"
"10993","LOC100651767","XM_012312632.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X2","XM_012312632"
"10994","LOC100651767","XM_012312633.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X3","XM_012312633"
